epoch,batches,loss,accuracy
17,2400,177.18950893729925,0.871
17,2800,164.72419869806617,0.8711
17,3200,157.17813766840845,0.874
17,3600,163.94193043280393,0.8652
17,4000,172.68342858925462,0.8772
17,4400,163.1364518199116,0.881
17,4800,157.61523014120758,0.8699
17,5200,166.11625726055354,0.8735
17,5600,165.0382162630558,0.8757
17,6000,154.0112956855446,0.8749
17,6400,155.31923120096326,0.8749
17,6800,147.41555102914572,0.8741
17,7200,145.2571549527347,0.8752
18,400,156.48774595744908,0.872
18,800,170.2923034541309,0.8655
18,1200,184.71016512718052,0.8338
18,1600,192.27088006027043,0.8655
18,2000,176.82455916330218,0.8758
18,2400,180.55772336758673,0.8733
18,2800,172.58788922335953,0.8702
18,3200,160.4598086187616,0.8811
18,3600,158.81077276775613,0.886
18,4000,151.70138731226325,0.8863
18,4400,169.70213233307004,0.8837
18,4800,160.795321976766,0.8894
18,5200,165.44654168747365,0.885
18,5600,151.71808833815157,0.885
18,6000,162.72401585243642,0.8859
18,6400,151.099258556962,0.8874
18,6800,152.01365525182337,0.8872
18,7200,148.37302207760513,0.8872
19,400,167.67978392075747,0.8765
19,800,178.51824331469834,0.8796
19,1200,163.9002906344831,0.8856
19,1600,149.27599376440048,0.8782
19,2000,168.5109181702137,0.882
19,2400,168.75508180819452,0.8835
19,2800,155.96009725145996,0.8909
19,3200,165.88637743517756,0.8896
19,3600,155.7965546604246,0.8865
19,4000,162.06279231794178,0.8886
19,4400,157.81165583990514,0.8894
19,4800,151.53321831393987,0.8874
19,5200,152.26309689506888,0.8843
19,5600,136.09201185405254,0.8873
19,6000,144.1169057385996,0.8912
19,6400,147.2545469077304,0.89
19,6800,158.653343828395,0.8891
19,7200,147.18638680316508,0.8891
