epoch,batches,loss,accuracy
29,2000,89.23049792239908,0.9263
29,2400,113.45604736625683,0.9282
29,2800,104.05916822957806,0.9273
29,3200,93.89517032075673,0.9292
29,3600,92.61551593441982,0.9299
29,4000,96.80835035338532,0.9333
29,4400,83.79066252947086,0.9323
29,4800,88.78823676667525,0.9328
29,5200,78.05974961802713,0.9344
29,5600,90.99101528926985,0.9343
29,6000,83.88554802234285,0.9339
29,6400,77.02002265886404,0.9348
29,6800,92.3486456425162,0.936
29,7200,84.91777118534083,0.936
30,400,92.20991220674478,0.9325
30,800,99.49702970968792,0.9183
30,1200,100.82216291606892,0.9295
30,1600,97.49119640130084,0.9297
30,2000,102.46120489854366,0.9285
30,2400,95.02740180608816,0.9297
30,2800,93.50037642370444,0.9278
30,3200,93.67758906813106,0.9314
30,3600,100.66980066115502,0.9332
30,4000,99.3481950527057,0.9316
30,4400,91.55475056765135,0.9334
30,4800,89.93540704541374,0.9317
30,5200,88.92405279679224,0.9335
30,5600,84.3244651327841,0.9343
30,6000,99.56412804848514,0.9352
30,6400,81.855715660844,0.9344
30,6800,84.94159680930898,0.9341
30,7200,96.415198881994,0.9348
31,400,87.02571294049267,0.9306
31,800,93.65922924561892,0.928
31,1200,101.0657224538736,0.9258
31,1600,105.19434299855493,0.9272
31,2000,104.46035257144831,0.9263
31,2400,90.44202705763746,0.9328
31,2800,91.04669446212938,0.9335
31,3200,110.25044117472135,0.9325
31,3600,90.13704000948928,0.9312
31,4000,103.67459981516004,0.9326
31,4400,94.69558310857974,0.933
31,4800,87.51252638472943,0.9341
31,5200,89.50722459680401,0.9339
31,5600,94.60481486446224,0.9345
31,6000,85.4294066838338,0.9361
31,6400,85.67041300004348,0.936
31,6800,88.00401244638488,0.9369
31,7200,89.24424656771589,0.9369
32,400,92.65777806262486,0.9273
32,800,96.21454757917672,0.9304
32,1200,86.63098106405232,0.9245
32,1600,99.91322594927624,0.9312
32,2000,100.91691002249718,0.9306
32,2400,112.36783261003438,0.9349
32,2800,83.51596802292624,0.9339
32,3200,100.05882660020143,0.9355
32,3600,92.69501978671178,0.9325
32,4000,93.43353294755798,0.9324
32,4400,95.9650496263057,0.9323
32,4800,98.96169220644515,0.9326
32,5200,89.93516490969341,0.9332
32,5600,95.11164423683658,0.9347
32,6000,102.6212564028101,0.9358
32,6400,81.32557625509799,0.9345
32,6800,87.11303524381947,0.935
32,7200,80.85658848151797,0.9347
33,400,95.6831836597994,0.9322
33,800,94.66577298112679,0.9323
33,1200,94.3758674452547,0.9283
33,1600,99.61906017991714,0.9272
33,2000,94.97342441556975,0.9345
33,2400,94.49350711796433,0.931
33,2800,91.55047587980516,0.935
33,3200,106.41952782403678,0.928
33,3600,96.99591813329607,0.9298
33,4000,109.3144760717405,0.9331
33,4400,84.9710700417636,0.9335
33,4800,86.02744498912944,0.934
33,5200,91.81785046937875,0.9332
33,5600,83.88499136123573,0.935
33,6000,93.36800511460751,0.9363
33,6400,85.07451917126309,0.9355
33,6800,87.72483566723531,0.9353
33,7200,84.96745486278087,0.9355
34,400,83.42590340878814,0.9364
34,800,87.287518434925,0.929
34,1200,99.28947929968126,0.926
34,1600,123.38656689890195,0.9265
34,2000,96.19579883874394,0.9291
34,2400,106.78289944375865,0.9301
34,2800,102.99006531352643,0.932
34,3200,105.48403438506648,0.9319
34,3600,91.44981706235558,0.9325
34,4000,103.75437526369933,0.9322
34,4400,98.69994646171108,0.9319
34,4800,93.45939079544041,0.9344
34,5200,79.51111107238103,0.9345
34,5600,87.18588806467596,0.9342
34,6000,87.23917243117467,0.9361
34,6400,88.42516342632007,0.9359
34,6800,88.043938257033,0.9358
34,7200,91.15536202152725,0.9363
35,400,82.09725622215774,0.9313
35,800,98.49850647174753,0.928
35,1200,101.94642194430344,0.9256
35,1600,105.60876596160233,0.9286
35,2000,99.39261789666489,0.9274
35,2400,103.42308945592958,0.9281
35,2800,88.611365938792,0.9319
35,3200,94.1442572386004,0.9346
35,3600,92.58536651998293,0.9305
35,4000,104.63353854627348,0.9337
35,4400,96.27024703635834,0.9344
35,4800,97.4946776330471,0.9329
35,5200,84.98403627300286,0.9321
35,5600,91.91173544025514,0.9341
35,6000,93.68947013560683,0.9344
35,6400,86.12708453868981,0.9351
35,6800,84.82170962030068,0.9362
35,7200,89.93940677435603,0.9364
36,400,87.58845637089689,0.9351
36,800,105.11147560784593,0.9148
36,1200,101.83397400705144,0.9321
36,1600,97.78046061855275,0.9368
36,2000,102.04528458206914,0.9254
36,2400,91.37001815321855,0.9328
36,2800,109.4431602281984,0.9303
36,3200,97.21917402802501,0.9341
36,3600,94.68417664826848,0.9336
36,4000,90.49568363686558,0.9305
36,4400,98.26895371021237,0.933
36,4800,93.13833087682724,0.9364
36,5200,92.03784773708321,0.9369
36,5600,94.55577227473259,0.9371
36,6000,100.1849145037122,0.9373
36,6400,87.9182171538705,0.937
36,6800,80.00823833618779,0.9365
36,7200,96.99382305581821,0.9368
37,400,87.90113269072026,0.933
37,800,103.09648926579393,0.928
37,1200,102.5721549402806,0.9328
37,1600,95.77980429085437,0.9222
37,2000,118.40158730675466,0.9308
37,2400,100.76523054658901,0.9293
37,2800,100.50503294798546,0.9285
37,3200,95.52122998377308,0.9329
37,3600,102.39569698565174,0.9316
37,4000,101.84577446524054,0.931
37,4400,89.50264274340589,0.9343
37,4800,95.03859394148458,0.9331
37,5200,94.92725263233297,0.9334
37,5600,89.07139605842531,0.9343
37,6000,90.22652532532811,0.9343
37,6400,93.77024699840695,0.9349
37,6800,93.18686037324369,0.9347
37,7200,89.82575497613288,0.9346
38,400,94.12057306664065,0.9338
38,800,103.16598910838366,0.9297
38,1200,91.55966497026384,0.9322
38,1600,92.48417059658095,0.93
38,2000,111.08090494968928,0.9307
38,2400,94.42512255371548,0.9311
38,2800,106.14027617231477,0.9318
38,3200,98.10197124024853,0.933
38,3600,90.0496047626948,0.9326
38,4000,100.26225652173162,0.9318
38,4400,102.03175253199879,0.9317
38,4800,83.96106284868438,0.9324
38,5200,90.67810451972764,0.9326
38,5600,91.38571313297143,0.9338
38,6000,93.17661043262342,0.934
38,6400,85.1094238020014,0.9341
38,6800,88.43617502774578,0.9353
38,7200,79.47541618940886,0.9348
39,400,89.26917703688378,0.9302
39,800,93.1286215923028,0.9316
39,1200,109.96135515195783,0.9255
39,1600,96.94098367309198,0.9343
39,2000,106.37192733224947,0.9299
39,2400,106.93893227889203,0.9333
39,2800,98.2555888784118,0.9323
39,3200,102.69533627689816,0.9332
39,3600,77.9011498662876,0.9312
39,4000,93.74902855267283,0.9362
39,4400,108.65677476301789,0.9318
39,4800,90.9555826287251,0.9377
39,5200,96.78059438802302,0.9376
39,5600,82.6873825098155,0.9395
39,6000,81.1014706970891,0.9383
39,6400,93.15168000012636,0.9384
39,6800,85.22169273428153,0.938
39,7200,85.22018645657226,0.9374
